Task ID,Task Name,BIM Elements,Recipe Name,Operation Name,Element Name,Element ID,Crew Type,Number of Crews,Workforce,Start Date,End Date,Duration (Working),Duration (Calendar),Predecessors,Labor Hours Budgeted,Latest Start,Latest End,Critical,Free Slack (hrs),Total Slack (hrs),Driving Task(s),Driving Constraint Type(s),Subcontractor,Trade,Crane,Excavator,Rebar,Concrete Pump,Concrete,Concrete R,Slab Formwork Sets,PR: colform,PR: hoursperday,Property: zone,Property: building,Property: element_alice_type,Property: element_family_and_type,Property: Qtty_Duct,Property: Qtty_piping,Cost: Total Direct,Cost: Hourly Crew,Cost: Hourly Equipment,Cost: Labor,Cost: Equipment,Cost: Material,Schedule Name
A413353665,Interior Framing [B1_B_L5_Interior],,Interior Work Office Building,Interior Framing,B1_B_L5_Interior,c28de42c-4ca1-460a-9de5-633839f5c2da,I_Carpenter Crew,2,3,6/17/2020 10:19,6/23/2020 10:19,32,144,"A1776635546,A2069526466,A989357399",192,6/18/2020,6/24/2020,No,0,10,"A1776635546, A449583001","Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,25600,800,0,25600,0,0,Saturated
A337901335,Fire Alarm [B1_B_L2_Interior],,Interior Work Office Building,Fire Alarm,B1_B_L2_Interior,3a0f2571-5bca-4dbe-ae6b-0334a58f5f54,I_Fire Crew,2,3,6/17/2020 10:19,6/19/2020 10:19,16,48,A449583001,96,6/17/2020,6/19/2020,No,0,2,"A1776635546, A449583001","Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,12800,800,0,12800,0,0,Saturated
A931934390,Install Plumbing [B1_B_L2_Interior],,Interior Work Office Building,Install Plumbing,B1_B_L2_Interior,3a0f2571-5bca-4dbe-ae6b-0334a58f5f54,I_Plumbing Crew,3,3,6/17/2020 10:19,6/18/2020 10:19,8,24,A449583001,72,6/23/2020,6/24/2020,No,8,37,A449583001,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,9600,1200,0,9600,0,0,Saturated
A106590537,Install Electricals [B1_A_L2_Interior],,Interior Work Office Building,Install Electricals,B1_A_L2_Interior,b7f591a9-1471-4329-ae7e-f3d267eb0462,I_Electrical Crew,2,3,6/17/2020 13:00,6/19/2020 13:00,16,48,A1173169742,96,6/24/2020,6/25/2020,No,0,36,A1173169742,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,12800,800,0,12800,0,0,Saturated
A42730439,Sprinklers [B2_A_L5_Interior],,Interior Work Hospital,Sprinklers,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Fire Crew,3,3,6/17/2020 13:00,6/22/2020 13:00,24,120,A822584780,216,6/17/2020,6/22/2020,No,0,2,A822584780,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,1200,0,28800,0,0,Saturated
A2018431014,Interior Framing [B2_B_L4_Interior],,Interior Work Hospital,Interior Framing,B2_B_L4_Interior,3ccdea92-d083-4481-a4c1-a8bb6b1138aa,I_Carpenter Crew,2,3,6/17/2020 13:00,6/23/2020 13:00,32,144,"A1213870358,A1804836004,A718228418",192,6/17/2020,6/23/2020,Yes,0,0,A822584780,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,25600,800,0,25600,0,0,Saturated
A1655521131,Install Plumbing [B1_A_L2_Interior],,Interior Work Office Building,Install Plumbing,B1_A_L2_Interior,b7f591a9-1471-4329-ae7e-f3d267eb0462,I_Plumbing Crew,3,3,6/17/2020 13:00,6/18/2020 13:00,8,24,A1173169742,72,6/18/2020,6/18/2020,No,0,4,A1173169742,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,1200,0,9600,0,0,Saturated
A1061488076,Fire Alarm [B1_A_L2_Interior],,Interior Work Office Building,Fire Alarm,B1_A_L2_Interior,b7f591a9-1471-4329-ae7e-f3d267eb0462,I_Fire Crew,2,3,6/17/2020 13:00,6/19/2020 13:00,16,48,A1173169742,96,6/18/2020,6/22/2020,No,0,6,"A2033567048, A1173169742","Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,12800,800,0,12800,0,0,Saturated
A72238745,Fire Alarm [B1_C_L2_Interior],,Interior Work Office Building,Fire Alarm,B1_C_L2_Interior,04c70254-5b1f-43c6-9d5a-c3fa38ed774d,I_Fire Crew,2,3,6/17/2020 13:00,6/19/2020 13:00,16,48,A183920411,96,6/18/2020,6/22/2020,No,0,6,"A2122478623, A183920411","Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,12800,800,0,12800,0,0,Saturated
A1958444030,Layout & Top Track [B2_B_L5_Interior],,Interior Work Hospital,Layout & Top Track,B2_B_L5_Interior,0a68e36c-a3e3-4bac-9a30-bcf988b76e16,I_Carpenter Crew,3,3,6/17/2020 13:00,6/18/2020 13:00,8,24,,72,6/17/2020,6/18/2020,Yes,0,0,"A822584780, A1173169742","Crew, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,1200,0,9600,0,0,Saturated
A1264824854,Install Electricals [B1_C_L2_Interior],,Interior Work Office Building,Install Electricals,B1_C_L2_Interior,04c70254-5b1f-43c6-9d5a-c3fa38ed774d,I_Electrical Crew,2,3,6/17/2020 13:00,6/19/2020 13:00,16,48,A183920411,96,6/25/2020,6/26/2020,No,0,44,A183920411,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,12800,800,0,12800,0,0,Saturated
A666271800,Install Plumbing [B1_C_L2_Interior],,Interior Work Office Building,Install Plumbing,B1_C_L2_Interior,04c70254-5b1f-43c6-9d5a-c3fa38ed774d,I_Plumbing Crew,3,3,6/17/2020 13:00,6/18/2020 13:00,8,24,A183920411,72,6/18/2020,6/18/2020,No,0,4,A183920411,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,1200,0,9600,0,0,Saturated
A1340167415,Layout & Top Track [B2_C_L5_Interior],,Interior Work Hospital,Layout & Top Track,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_Carpenter Crew,3,3,6/17/2020 13:00,6/18/2020 13:00,8,24,,72,6/17/2020,6/18/2020,No,0,2,A183920411,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,1200,0,9600,0,0,Saturated
A904596873,Inspect & Sign-off [B1_A_L4_Interior],,Interior Work Office Building,Inspect & Sign-off,B1_A_L4_Interior,fe04d6b3-e7e0-4217-8f44-85d5fd1b1dd5,I_Inspection Crew,1,3,6/17/2020 13:00,6/22/2020 13:00,24,120,"A1078669509,A2033567048,A480116455",72,7/2/2020,7/6/2020,No,36,84,A2033567048,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,400,0,9600,0,0,Saturated
A538372379,Gas Piping [B2_A_L5_Interior],,Interior Work Hospital,Gas Piping,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Plumbing Crew,3,3,6/17/2020 13:00,6/18/2020 13:00,8,24,A822584780,72,6/19/2020,6/19/2020,No,0,12,A822584780,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,1200,0,9600,0,0,Saturated
A1129338025,Install Ductwork [B2_A_L5_Interior],,Interior Work Hospital,Install Ductwork,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_HVAC Crew,3,3,6/17/2020 13:00,6/22/2020 13:00,24,120,A822584780,216,6/19/2020,6/24/2020,No,0,16,A822584780,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,1200,0,28800,0,0,Saturated
A993508448,Inspect & Sign-off [B1_B_L3_Interior],,Interior Work Office Building,Inspect & Sign-off,B1_B_L3_Interior,bc56be4a-877d-40e8-a638-a361c57c642e,I_Inspection Crew,1,3,6/17/2020 13:00,6/22/2020 13:00,24,120,"A1167581084,A2122478623,A569028030",72,7/2/2020,7/6/2020,No,48,84,A2122478623,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,9600,400,0,9600,0,0,Saturated
A1626057465,Inspect & Sign-off [PO_B_L1_Interior],,Interior Work Hospital,Inspect & Sign-off,PO_B_L1_Interior,1a5d993f-cc40-4a91-b848-60ff09677cbc,I_Inspection Crew,1,3,6/18/2020 9:00,6/22/2020 17:00,24,104,"A1254426340,A1436005390,A77331004",72,7/7/2020,7/9/2020,No,76,104,A77331004,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,4,9600,400,0,9600,0,0,Saturated
A856856648,Set Up Forms [B1_C_L9_Floor],,Concrete Slabs (Typical),Set Up Forms,B1_C_L9_Floor,28f43585-fe32-4f3e-a229-6794a59e89b1,C_Carpenter Crew,1,3,6/18/2020 9:00,6/18/2020 17:00,8,8,,24,6/18/2020,6/18/2020,Yes,0,0,"A1972325848, A1972325848","Crane, Crane Location",Concrete Sub,Concrete Sub,Crane C,0,0,0,0,0,1,,,,,B1,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,4000,300,0,2400,1600,0,Saturated
A1363018842,Inspect & Sign-off [B1_B_L4_Interior],,Interior Work Office Building,Inspect & Sign-off,B1_B_L4_Interior,0344aa07-8785-4526-9569-bf3b28f626b2,I_Inspection Crew,1,3,6/18/2020 9:00,6/22/2020 17:00,24,104,"A1537091478,A344505369,A938538424",72,7/2/2020,7/6/2020,No,33,80,A344505369,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,9600,400,0,9600,0,0,Saturated
A406751555,Install Electricals [B2_A_L4_Interior],,Interior Work Hospital,Install Electricals,B2_A_L4_Interior,24aecd02-2b5e-43cb-a396-9b29b81263bb,I_Electrical Crew,2,3,6/18/2020 13:00,6/22/2020 13:00,16,96,A24814563,96,6/25/2020,6/26/2020,No,0,36,A24814563,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,Saturated
A560313074,Sprinklers [B2_C_L5_Interior],,Interior Work Hospital,Sprinklers,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_Fire Crew,3,3,6/18/2020 13:00,6/23/2020 13:00,24,120,A1340167415,216,6/19/2020,6/23/2020,No,0,4,A1340167415,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,1200,0,28800,0,0,Saturated
A943856449,Interior Framing [B1_A_L5_Interior],,Interior Work Office Building,Interior Framing,B1_A_L5_Interior,19a9cb23-00ec-425a-bc40-8ef93aca3120,I_Carpenter Crew,2,3,6/18/2020 13:00,6/24/2020 13:00,32,144,"A159654682,A452545602,A1519860183",192,6/18/2020,6/24/2020,Yes,0,0,A24814563,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,Saturated
A2112171700,Layout & Top Track [B1_C_L6_Interior],,Interior Work Office Building,Layout & Top Track,B1_C_L6_Interior,7f74c6fc-4561-43b7-8547-1314cdc42fab,I_Carpenter Crew,3,3,6/18/2020 13:00,6/19/2020 13:00,8,24,,72,6/18/2020,6/19/2020,No,0,2,A1340167415,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,1200,0,9600,0,0,Saturated
A1038819758,Install Plumbing [B2_A_L4_Interior],,Interior Work Hospital,Install Plumbing,B2_A_L4_Interior,24aecd02-2b5e-43cb-a396-9b29b81263bb,I_Plumbing Crew,3,3,6/18/2020 13:00,6/19/2020 13:00,8,24,A24814563,72,6/22/2020,6/22/2020,No,0,12,"A538372379, A24814563","Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,1200,0,9600,0,0,Saturated
A1178589689,Sprinklers [B2_B_L5_Interior],,Interior Work Hospital,Sprinklers,B2_B_L5_Interior,0a68e36c-a3e3-4bac-9a30-bcf988b76e16,I_Fire Crew,3,3,6/18/2020 13:00,6/23/2020 13:00,24,120,A1958444030,216,6/18/2020,6/23/2020,Yes,0,0,A1958444030,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,1200,0,28800,0,0,Saturated
A325027435,Interior Framing [B1_C_L5_Interior],,Interior Work Office Building,Interior Framing,B1_C_L5_Interior,7554af14-1249-40bf-ad5d-ae5646cad212,I_Carpenter Crew,2,3,6/18/2020 13:00,6/24/2020 13:00,32,144,"A1688309316,A1981200236,A901031169",192,6/18/2020,6/24/2020,Yes,0,0,A1958444030,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,800,0,25600,0,0,Saturated
A1674231629,Gas Piping [B2_B_L5_Interior],,Interior Work Hospital,Gas Piping,B2_B_L5_Interior,0a68e36c-a3e3-4bac-9a30-bcf988b76e16,I_Plumbing Crew,1,3,6/18/2020 13:00,6/23/2020 13:00,24,120,A1958444030,72,6/19/2020,6/23/2020,No,0,4,"A1958444030, A1655521131","Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,Saturated
A117713627,Install Ductwork [B2_B_L5_Interior],,Interior Work Hospital,Install Ductwork,B2_B_L5_Interior,0a68e36c-a3e3-4bac-9a30-bcf988b76e16,I_HVAC Crew,3,3,6/18/2020 13:00,6/23/2020 13:00,24,120,A1958444030,216,6/19/2020,6/23/2020,No,0,4,A1958444030,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,1200,0,28800,0,0,Saturated
A1055955014,Gas Piping [B2_C_L5_Interior],,Interior Work Hospital,Gas Piping,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_Plumbing Crew,1,3,6/18/2020 13:00,6/23/2020 13:00,24,120,A1340167415,72,6/19/2020,6/23/2020,No,0,4,"A1340167415, A666271800","Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,Saturated
A1646920660,Install Ductwork [B2_C_L5_Interior],,Interior Work Hospital,Install Ductwork,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_HVAC Crew,3,3,6/18/2020 13:00,6/23/2020 13:00,24,120,A1340167415,216,6/19/2020,6/23/2020,No,0,4,A1340167415,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,1200,0,28800,0,0,Saturated
A756616288,Install Rebar [B1_C_L9_Floor],,Concrete Slabs (Typical),Install Rebar,B1_C_L9_Floor,28f43585-fe32-4f3e-a229-6794a59e89b1,C_Steel Crew,2,3,6/19/2020 9:00,6/22/2020 17:00,16,80,A856856648,96,6/22/2020,6/23/2020,No,0,8,A856856648,Precedence,Concrete Sub,Concrete Sub,,0,21838.42573,0,0,0,0,,,,,B1,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,34059.03682,600,0,9600,0,24459.03682,Saturated
A1262300193,Install Curtain Panels [B1_A_L8_Facade],,Facade Panel - Type A,Install Curtain Panels,B1_A_L8_Facade,c87244b6-6395-4b05-8568-c3ea15cad132,Facade Crew,1,3,6/19/2020 9:00,6/24/2020 17:00,32,128,A1262300193SS,96,6/19/2020,6/24/2020,Yes,0,0,"A271369827, A271369827, A271369827","Crew, Crane, Crane Location",Facade Sub,Arc,Crane B,0,0,0,0,0,0,,,,,,,,,16000,300,0,9600,6400,0,Saturated
A352473341,Install Curtain Panels [B1_C_L7_Facade],,Facade Panel - Type A,Install Curtain Panels,B1_C_L7_Facade,84f7623d-eb70-4924-ac86-ce03b951630e,Facade Crew,1,3,6/19/2020 9:00,6/24/2020 17:00,32,128,A352473341SS,96,6/19/2020,6/24/2020,Yes,0,0,"A856856648, A856856648","Crane, Crane Location",Facade Sub,Arc,Crane C,0,0,0,0,0,0,,,,,,,,,16000,300,0,9600,6400,0,Saturated
A1220398808,Fire Alarm [B2_A_L4_Interior],,Interior Work Hospital,Fire Alarm,B2_A_L4_Interior,24aecd02-2b5e-43cb-a396-9b29b81263bb,I_Fire Crew,2,3,6/19/2020 10:19,6/23/2020 10:19,16,96,A24814563,96,6/19/2020,6/23/2020,No,0,2,A337901335,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,Saturated
A1356414808,Inspect & Sign-off [B1_B_L2_Interior],,Interior Work Office Building,Inspect & Sign-off,B1_B_L2_Interior,3a0f2571-5bca-4dbe-ae6b-0334a58f5f54,I_Inspection Crew,1,3,6/19/2020 10:19,6/24/2020 10:19,24,120,"A1530487444,A337901335,A931934390",72,7/7/2020,7/9/2020,No,94,94,"A1530487444, A337901335","Precedence, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,9600,400,0,9600,0,0,Saturated
A107932465,Install Electricals [B2_C_L4_Interior],,Interior Work Hospital,Install Electricals,B2_C_L4_Interior,b7cf7b88-e1a8-49d4-8c26-e5a36487faf0,I_Electrical Crew,2,3,6/19/2020 13:00,6/23/2020 13:00,16,96,A1873479121,96,6/24/2020,6/25/2020,No,0,20,A1873479121,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,Saturated
A2080001549,Inspect & Sign-off [B1_A_L2_Interior],,Interior Work Office Building,Inspect & Sign-off,B1_A_L2_Interior,b7f591a9-1471-4329-ae7e-f3d267eb0462,I_Inspection Crew,1,3,6/19/2020 13:00,6/24/2020 13:00,24,120,"A106590537,A1061488076,A1655521131",72,7/2/2020,7/6/2020,No,24,68,"A1061488076, A106590537, A743069257","Precedence, Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,400,0,9600,0,0,Saturated
A1484952227,Sprinklers [B1_C_L6_Interior],,Interior Work Office Building,Sprinklers,B1_C_L6_Interior,7f74c6fc-4561-43b7-8547-1314cdc42fab,I_Fire Crew,3,3,6/19/2020 13:00,6/24/2020 10:19,21,117,A2112171700,192,6/22/2020,6/24/2020,No,0,6,"A1061488076, A2112171700, A72238745","Crew, Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25596,1200,0,25596,0,0,Saturated
A316512459,Layout & Top Track [B1_B_L6_Interior],,Interior Work Office Building,Layout & Top Track,B1_B_L6_Interior,61d0b321-924a-4de3-8365-13b98e7eb440,I_Carpenter Crew,3,3,6/19/2020 13:00,6/22/2020 13:00,8,72,,72,6/19/2020,6/22/2020,No,0,2,A2112171700,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,9600,1200,0,9600,0,0,Saturated
A1090752218,Inspect & Sign-off [B1_C_L2_Interior],,Interior Work Office Building,Inspect & Sign-off,B1_C_L2_Interior,04c70254-5b1f-43c6-9d5a-c3fa38ed774d,I_Inspection Crew,1,3,6/19/2020 13:00,6/24/2020 13:00,24,120,"A1264824854,A72238745,A666271800",72,6/29/2020,7/1/2020,No,16,44,"A1264824854, A72238745","Precedence, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,400,0,9600,0,0,Saturated
A2127120498,Layout & Top Track [B1_A_L6_Interior],,Interior Work Office Building,Layout & Top Track,B1_A_L6_Interior,455ca9dc-5eb9-400b-94d3-5067ec2eb176,I_Carpenter Crew,3,3,6/19/2020 13:00,6/22/2020 13:00,8,72,,72,6/19/2020,6/22/2020,No,0,2,A1873479121,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,1200,0,9600,0,0,Saturated
A1128923219,Install Curtain Panels [B2_B_L6_Facade],,Facade Panel - Type B,Install Curtain Panels,B2_B_L6_Facade,74dac373-4bb4-455f-aff8-669e14789134,Facade Crew,1,3,6/19/2020 13:00,6/24/2020 13:00,24,120,A1128923219SS,72,6/19/2020,6/24/2020,Yes,0,0,"A496037665, A496037665, A496037665","Crew, Crane Location, Crane",Facade Sub,Arc,Crane A,0,0,0,0,0,0,,,,,,,,,12000,300,0,7200,4800,0,Saturated
A1548071134,Dismantle [B2_North_Mast Climber],,Mast Climbers,Dismantle,B2_North_Mast Climber,9e8e9ef4-8fbc-4a28-976a-41490bbea08f,,0,0,6/19/2020 13:00,6/19/2020 21:00,8,8,A547334297,0,7/17/2020,7/17/2020,No,668,668,A496037665,Precedence,,,,0,0,0,0,0,0,,,Unknown,Unknown,,,,,0,0,0,0,0,0,Saturated
A740000668,Install Plumbing [B2_C_L4_Interior],,Interior Work Hospital,Install Plumbing,B2_C_L4_Interior,b7cf7b88-e1a8-49d4-8c26-e5a36487faf0,I_Plumbing Crew,2,3,6/19/2020 13:00,6/22/2020 17:00,12,76,A1873479121,72,6/23/2020,6/24/2020,No,4,12,"A1873479121, A1038819758","Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,800,0,9600,0,0,Saturated
A697674080,Gas Piping [B1_C_L6_Interior],,Interior Work Office Building,Gas Piping,B1_C_L6_Interior,7f74c6fc-4561-43b7-8547-1314cdc42fab,I_Plumbing Crew,3,3,6/19/2020 13:00,6/22/2020 13:00,8,72,A2112171700,72,6/24/2020,6/24/2020,No,13,20,A2112171700,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,1200,0,9600,0,0,Saturated
A1777843147,Install Ductwork [B1_C_L6_Interior],,Interior Work Office Building,Install Ductwork,B1_C_L6_Interior,7f74c6fc-4561-43b7-8547-1314cdc42fab,I_HVAC Crew,3,3,6/19/2020 13:00,6/24/2020 10:19,21,117,A2112171700,192,6/22/2020,6/24/2020,No,0,6,A2112171700,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25596,1200,0,25596,0,0,Saturated
A2009208070,Install Health Equipment [B2_A_L4_Interior],,Interior Work Hospital,Install Health Equipment,B2_A_L4_Interior,24aecd02-2b5e-43cb-a396-9b29b81263bb,I_Equipment Crew,2,3,6/22/2020 13:00,6/26/2020 17:00,36,100,A406751555,216,6/29/2020,7/3/2020,No,0,36,A406751555,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,36000,1000,0,36000,0,0,Saturated
A1792791945,Install Ductwork [B1_A_L6_Interior],,Interior Work Office Building,Install Ductwork,B1_A_L6_Interior,455ca9dc-5eb9-400b-94d3-5067ec2eb176,I_HVAC Crew,3,3,6/22/2020 13:00,6/25/2020 10:19,21,69,A2127120498,192,6/22/2020,6/25/2020,No,2,2,A2127120498,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25596,1200,0,25596,0,0,Saturated
A1499901025,Sprinklers [B1_A_L6_Interior],,Interior Work Office Building,Sprinklers,B1_A_L6_Interior,455ca9dc-5eb9-400b-94d3-5067ec2eb176,I_Fire Crew,1,3,6/22/2020 13:00,7/2/2020 13:00,64,240,A2127120498,192,6/23/2020,7/2/2020,No,0,4,A2127120498,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,25600,400,0,25600,0,0,Saturated
A2129667554,Install Ductwork [B1_B_L6_Interior],,Interior Work Office Building,Install Ductwork,B1_B_L6_Interior,61d0b321-924a-4de3-8365-13b98e7eb440,I_HVAC Crew,3,3,6/22/2020 13:00,6/24/2020 15:40,19,51,A316512459,168,6/24/2020,6/26/2020,No,13,17,"A1129338025, A316512459","Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,22404,1200,0,22404,0,0,Saturated
A1049498487,Gas Piping [B1_B_L6_Interior],,Interior Work Office Building,Gas Piping,B1_B_L6_Interior,61d0b321-924a-4de3-8365-13b98e7eb440,I_Plumbing Crew,3,3,6/22/2020 13:00,6/23/2020 10:19,5,21,A316512459,48,6/24/2020,6/25/2020,No,0,18,A316512459,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,6396,1200,0,6396,0,0,Saturated
A1836776634,Sprinklers [B1_B_L6_Interior],,Interior Work Office Building,Sprinklers,B1_B_L6_Interior,61d0b321-924a-4de3-8365-13b98e7eb440,I_Fire Crew,3,3,6/22/2020 13:00,6/25/2020 10:19,21,69,A316512459,192,6/22/2020,6/25/2020,No,2,2,"A316512459, A42730439","Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,25596,1200,0,25596,0,0,Saturated
A712622878,Gas Piping [B1_A_L6_Interior],,Interior Work Office Building,Gas Piping,B1_A_L6_Interior,455ca9dc-5eb9-400b-94d3-5067ec2eb176,I_Plumbing Crew,3,3,6/22/2020 13:00,6/23/2020 13:00,8,24,A2127120498,72,6/29/2020,6/29/2020,No,0,36,A2127120498,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,8,3,9600,1200,0,9600,0,0,Saturated
A1342933035,Interior Framing [B2_A_L5_Interior],,Interior Work Hospital,Interior Framing,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Carpenter Crew,2,3,6/22/2020 13:00,6/26/2020 13:00,32,96,"A538372379,A1129338025,A42730439",192,6/24/2020,6/30/2020,No,0,16,"A42730439, A2127120498, A1129338025","Precedence, Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,25600,800,0,25600,0,0,Saturated
A234038307,Pour Concrete [B1_C_L9_Floor],,Concrete Slabs (Typical),Pour Concrete,B1_C_L9_Floor,28f43585-fe32-4f3e-a229-6794a59e89b1,C_Concrete Crew,1,3,6/23/2020 9:00,6/23/2020 17:00,8,8,A756616288,24,6/24/2020,6/24/2020,No,0,8,A756616288,Precedence,Concrete Sub,Concrete Sub,,0,0,1,4664.237358,4664.237358,0,,,,,B1,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,32053.30547,300,500,2400,4000,25653.30547,Saturated
A895705054,Install Plumbing [B1_B_L5_Interior],,Interior Work Office Building,Install Plumbing,B1_B_L5_Interior,c28de42c-4ca1-460a-9de5-633839f5c2da,I_Plumbing Crew,3,3,6/23/2020 10:19,6/24/2020 10:19,8,24,A413353665,72,6/25/2020,6/26/2020,No,2,18,"A1049498487, A413353665","Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,9600,1200,0,9600,0,0,Saturated
A921579718,Fire Alarm [B2_C_L4_Interior],,Interior Work Hospital,Fire Alarm,B2_C_L4_Interior,b7cf7b88-e1a8-49d4-8c26-e5a36487faf0,I_Fire Crew,2,3,6/23/2020 10:19,6/25/2020 10:19,16,48,A1873479121,96,6/23/2020,6/25/2020,No,2,2,A1220398808,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,800,0,12800,0,0,Saturated
A1494258108,Install Electricals [B1_B_L5_Interior],,Interior Work Office Building,Install Electricals,B1_B_L5_Interior,c28de42c-4ca1-460a-9de5-633839f5c2da,I_Electrical Crew,1,3,6/23/2020 10:19,6/29/2020 10:19,32,144,A413353665,96,7/1/2020,7/6/2020,No,0,46,A413353665,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,7,2,12800,400,0,12800,0,0,Saturated
A1860515670,Interior Framing [B2_C_L5_Interior],,Interior Work Hospital,Interior Framing,B2_C_L5_Interior,895b30a4-3847-4868-bbdd-05e4e68cdcae,I_Carpenter Crew,2,3,6/23/2020 13:00,6/29/2020 13:00,32,144,"A1055955014,A1646920660,A560313074",192,6/24/2020,6/29/2020,No,0,4,"A2018431014, A560313074, A1055955014, A1646920660","Crew, Precedence, Precedence, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,25600,800,0,25600,0,0,Saturated
